ITEM_ID,GENRES,DESCRIPTION
193,Speciality Museums|History Museums,"""The Musqueam Cultural Education Resource Centre and Museum features historical objects, contemporary art and a place to share Musqueam history and culture through song, stories, tours and activities. General admission $5. Guided group tours of the land and museum $300 (by appointment) – land tours include the Chinese Market Gardens and the special relationship between the Chinese and Musqueam."""
194,Art Galleries,
195,Art Galleries,
196,Art Galleries,"""This cultural organization focuses on art, performance, cultural agitation, and publishing with a social and political mandate. At the moment it is not a gallery, instead bringing artwork to the streets and the internet."""
197,Art Galleries,
198,Art Galleries|Art Museums,
199,Art Galleries,
200,Speciality Museums,
201,Speciality Museums,"""Downtown museum explaining the nature and uses of various minerals and gems."""
202,Art Galleries,"""We are proud to present a collection of the finest original paintings and sculptures by established contemporary artists, French Impressionists, 20th-century masters, and Canadian artists. Please visit the gallery at 2233 Granville Street, Vancouver, BC, Canada."""
203,Speciality Museums,"""Try something off of the beaten track! 5 - 11 PM everydayBC Marijuana Party Building2nd Floor (above the BC Marijuana Party Headquarters)303 West Hastings Street V6B 1H6Vancouver BCParking available off of side alley, turn left off of Cambie Street north of Hastings.Vancouver's Herb Museum is a one-of-a-kind collection of drug war and herbal medicine history.Located in the famous Pot Block of “Vansterdam”, the museum is home to 5 rooms of exhibits and more than 1200 artifacts from as early as the first century AD all the way to modern day.Exhibits include:-Ancient Cannabis-Medical Marijuana (1720s to present!)-Industrial Hemp-Hallucinogens/Psychedelics/Entheogens-Opium-Coca-Non-Psychoactive Botanicals-Mushrooms of all varieties magical, medicinal and edible-Coffee, Tea, Tobacco & ChocolateBring your own BC bud and burn while you learn in our Art Gallery Lounge- we have volcano vaporizers, bongs, bubblers and papers too. Local Cannabis and drug peace art decorates the walls, featuring local geniuses Ken Foster, Megan Allard, Dottie Locks, Dave Douglas and CC's Bob High.The Herb Museum has a small gift shop with unique postcards and framed original cannabis, Vansterdam and drug piece art by local artist, foamcore prints of hilarious, trippy and informative drug war and herbal history images, stoner supplies, bong cleaner, pipes, and vintage drug war t-shirts.Gallery and first 2 Rooms free!Full Museum + Vaporizer & Tour: $5Full Museum + Tour only: $2.50"""
204,Speciality Museums,"""Off-beat museum housing an eclectic collection of objects from a couple's international travels."""
205,Art Galleries,
206,Art Galleries,"""Artspeak presents contemporary practices, innovative publications, bookworks, editions, talks and events that encourage a dialogue between visual art and writing."""
207,Speciality Museums|Libraries,"""This small museum and library will delight golf fanatics."""
208,Art Galleries,
209,Speciality Museums|Art Museums,"""UBC’s Residential School History and Dialogue Centre is a Survivor-centred and trauma informed space, facilitating access to records related to the Canada’s Indian Residential School System. Browse the exhibit, or use the interactive touchscreen wall to learn more about residential schools and their legacy in Canada. Research kiosks are available for in-depth access to the collections."""
210,Art Galleries,
211,Speciality & Gift Shops|Art Galleries,"""Vancouver's Premiere Art Gallery and Gift Store. ARTS OFF MAIN, offers a great selection of well-priced fine art, gifts, and cards, all created by local artists. Situated in Vancouver's vibrant Commercial Drive neighbourhood, AOM is owned and operated by nine artists who are all passionate about the city they live in. From small gifts to large paintings, we have it all."""
212,Art Galleries,
213,Art Galleries,"""Gallery Jones represents contemporary art by Canadian and International artists in the mediums of painting, photography and sculpture. We are dedicated to exhibiting and promoting excellent work that is relevant and original. The Gallery is located at #1-258 East 1st Avenue in Vancouver, in the neighbourhood known as “The Flats,” district. This neighbourhood is home to over a dozen visual art venues, including Emily Carr University of Art + Design."""
214,History Museums,"""Historic Joy Kogawa House is the childhood home of Canadian author Joy Kogawa. Joy and her family lived in the house until 1942, when they were sent to an internment camp along with thousands of other Canadians of Japanese descent. Now used as a site for author residencies and literary events, the house stands as a historical reminder of the internment experience of Japanese Canadians during WW2."""
215,Art Galleries,"""Sam's Original Art delivers beautifully painted modern artwork with outstanding attention to detail right to you. We cut out all the middle men, we don't have a large gallery in a high rent district. That means you get the highest-quality art at a radically lower (and much fairer) price."""
216,Art Galleries,"""A contemporary art gallery shining a spotlight on new and emerging artists. We offer art consulting services, delivery and installation of artwork locally and we ship worldwide."""
217,Art Galleries,"""Art Studio based in Vancouver, BC. Open by appointment Monday through Sunday, please contact for more information."""
218,Art Galleries,"""3000 sq feet of local artists displayed inside and outside of the gallery and body art studio. We also provide custom tattoos and top quality piercing services and jewellery."""
219,Paint & Pottery Studios|Art Galleries|Lessons & Workshops,"""Make an appointment to see beautiful Mixed Media Paintings or sign up for weekly lessons or workshops. For a unique experience, if your visit is short, consider a 2-3 hour private lesson! I'm located in the iconic 1000 Parker Street building in the heart of our arts district in Vancouver's Eastside. In this creative hub, we have the most artists per capita in Canada. Learn unique mixed media & painting techniques with a variety of acrylic paint viscosities and interesting mediums. Discover beautiful colour combinations and learn about brushes and brushstrokes. Explore interesting drawing techniques with charcoal, pencil, watercolour pencils, conte, pastels, graphite powder and more! Experiment with creative techniques such as photo transfers, acrylic skins, gold leaf, and use of plaster and textural elements. I am a Certified GOLDEN Artist Educator and a Mixed Media Master! Have a Creative Day!"""
1,Speciality & Gift Shops|Neighbourhoods|Points of Interest & Landmarks,"""Dating back to the 17th century, the Petit Champlain street is the oldest commercial artery in North America. Quartier Petit Champlain counts today more than 47 shops and restaurants."""
2,Neighbourhoods|Points of Interest & Landmarks|Historic Walking Areas,"""This famous town plaza is the heart of historic Lower Town and has been an important social center since the city's founding."""
3,Points of Interest & Landmarks|Historic Walking Areas,"""This once bustling port now serves as a nostalgic reminder of Lower Town's history."""
